idnew	idold	status	use	NLRs	majorclass	majorsubclass	pairs	putpairs	IDs	paralogs_ogold
1156	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1157	147	singleton	0	1	NL	N	0	0	0	none
1158	109	singleton	0	1	CNL	CNL	0	0	0	none
1159	7	singleton	0	1	CNL	CNL	0	0	0	complex
1160	176	singleton	0	1	TNL	TNL	0	0	0	both
1161	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1162	N/A	singleton	0	1	TNL	TN	0	1	0	N/A
1163	34	singleton	0	1	NL	N	0	0	0	none
1164	14	singleton	0	1	CNL	CN	0	0	0	complex
1165	88	singleton	0	1	NL	NL	0	0	0	none
1166	97	singleton	0	1	CNL	CNL	0	0	0	none
1167	97	singleton	0	1	CNL	CNL	0	0	0	none
1168	146	singleton	0	1	TNL	TN	0	0	0	none
1169	46	singleton	0	1	TNL	TNL	0	0	0	none
1170	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
1171	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
1172	1	singleton	0	1	TNL	TNL	0	0	0	both
1173	43	singleton	0	1	NL	NLX	1	0	1	complex
1174	122	singleton	0	1	TNL	T	0	0	0	complex
1175	85	singleton	0	1	NL	NL	0	0	0	none
1176	66	singleton	0	1	CNL	CNL	0	0	0	none
1177	89	singleton	0	1	NL	NL	0	0	0	none
1178	96	singleton	0	1	TNL	TNL	0	0	0	none
1179	3	singleton	0	1	CNL	CNL	0	0	0	both
1180	7	singleton	0	1	CNL	CNL	0	0	0	complex
1181	47	singleton	0	1	NL	N	0	0	0	none
1182	154	singleton	0	1	TNL	TNX	0	0	1	none
1183	102	singleton	0	1	TNL	TN	0	0	0	none
1184	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1185	134	singleton	0	1	CNL	CNL	0	0	0	both
1186	99	singleton	0	1	NL	NL	0	0	0	simple
1187	4	singleton	0	1	TNL	TNL	0	0	0	both
1188	32	singleton	0	1	NL	N	0	0	0	complex
1189	166	singleton	0	1	NL	NL	0	0	0	simple
1190	6	singleton	0	1	CNL	CN	0	0	0	both
1191	2	singleton	0	1	RNL	R	0	0	0	both
1192	N/A	singleton	0	1	NL	N	0	0	0	N/A
1193	55	singleton	0	1	RNL	RN	0	0	0	none
1194	145	singleton	0	1	TNL	TN	0	0	0	none
1195	103	singleton	0	1	NL	N	0	0	0	none
1196	11	singleton	0	1	TNL	T	0	0	0	both
1197	5	singleton	0	1	NL	NL	0	0	0	both
1198	194	singleton	0	1	TNL	T	0	0	0	none
1199	248	singleton	0	1	TNL	T	0	0	0	none
1200	150	singleton	0	1	TNL	T	0	0	0	none
1201	94	singleton	0	1	NL	NLX	1	0	1	none
1202	96	singleton	0	1	TNL	TNL	0	1	0	none
1203	93	singleton	0	1	NL	N	0	1	0	simple
1204	N/A	singleton	0	1	NL	N	0	0	0	N/A
1205	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1206	76	singleton	0	1	NL	N	0	0	0	none
1207	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1208	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
1209	N/A	singleton	0	1	CNL	CN	0	1	0	N/A
1210	102	singleton	0	1	NL	N	0	0	0	none
1211	221	singleton	0	1	TNL	TNL	0	0	0	complex
1212	206	singleton	0	1	TNL	TNL	0	0	0	none
1213	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
1214	201	singleton	0	1	TNL	TNL	0	1	0	none
1215	124	singleton	0	1	TNL	T	0	0	0	none
1216	8	singleton	0	1	CNL	CN	0	1	0	complex
1217	112	singleton	0	1	TNL	TNL	0	1	0	none
1218	2	singleton	0	1	RNL	R	0	0	0	both
1219	26	singleton	0	1	TNL	TN	1	0	0	none
1220	18	singleton	0	1	TNL	TL	1	0	0	complex
1221	N/A	singleton	0	1	NL	N	0	0	0	N/A
1222	81	singleton	0	1	TNL	TNL	0	1	0	none
1223	N/A	singleton	0	1	NL	N	0	0	0	N/A
1224	71	singleton	0	1	TNL	TN	0	0	0	none
1225	131	singleton	0	1	TNL	T	0	0	0	none
1226	11	singleton	0	1	TNL	T	0	0	0	both
1227	56	singleton	0	1	CNL	CNX	0	0	1	none
1228	N/A	singleton	0	1	NL	N	0	0	0	N/A
1229	30	singleton	0	1	TNL	TNL	0	0	0	complex
1230	134	singleton	0	1	CNL	CNL	0	0	0	both
1231	45	singleton	0	1	TNL	T	0	0	0	complex
1232	2	singleton	0	1	RNL	R	0	0	0	both
1233	118	singleton	0	1	TNL	T	0	0	0	none
1234	N/A	singleton	0	1	NL	N	0	0	0	N/A
1235	25	singleton	0	1	NL	N	0	1	0	both
1236	184	singleton	0	1	TNL	TNL	0	0	0	both
1237	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1238	14	singleton	0	1	NL	N	0	0	0	complex
1239	18	singleton	0	1	TNL	TNL	1	0	0	complex
1240	137	singleton	0	1	TNL	TN	0	0	0	none
1241	268	singleton	0	1	CNL	CNL	0	0	0	simple
1242	79	singleton	0	1	TNL	TNL	0	0	0	none
1243	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1244	46	singleton	0	1	TNL	TN	0	0	0	none
1245	144	singleton	0	1	TNL	T	0	0	0	none
1246	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1247	2	singleton	0	1	RNL	R	0	0	0	both
1248	120	singleton	0	1	TNL	TN	0	0	0	both
1249	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
1250	134	singleton	0	1	NL	N	0	0	0	both
1251	8	singleton	0	1	NL	NL	0	0	0	complex
1252	132	singleton	0	1	TNL	T	0	0	0	none
1253	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
1254	76	singleton	0	1	NL	N	0	0	0	none
1255	2	singleton	0	1	RNL	R	0	0	0	both
1256	3	singleton	0	1	CNL	CNL	0	0	0	both
1257	27	singleton	0	1	NL	N	0	0	0	none
1258	96	singleton	0	1	TNL	TNL	0	0	0	none
1259	77	singleton	0	1	TNL	TNL	0	0	0	complex
1260	102	singleton	0	1	TNL	TN	0	0	0	none
1261	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1262	181	singleton	0	1	TNL	TNL	0	0	0	complex
1263	1	singleton	0	1	TNL	TNL	0	0	0	both
1264	99	singleton	0	1	TNL	TNL	0	0	0	simple
1265	36	singleton	0	1	TNL	TNL	0	0	0	none
1266	257	singleton	0	1	TNL	TN	0	0	0	none
1267	10	singleton	0	1	TNL	TNL	0	0	0	complex
1268	181	singleton	0	1	TNL	TNL	0	0	0	complex
1269	3	singleton	0	1	CNL	CNL	0	0	0	both
1270	2	singleton	0	1	RNL	R	0	0	0	both
1271	2	singleton	0	1	RNL	R	0	0	0	both
1272	N/A	singleton	0	1	NL	N	0	0	0	N/A
1273	120	singleton	0	1	TNL	TNL	0	0	0	both
1274	186	singleton	0	1	NL	N	0	0	0	none
1275	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
1276	10	singleton	0	1	TNL	TNL	0	0	0	complex
1278	103	singleton	0	1	NL	N	0	0	0	none
1279	3	singleton	0	1	CNL	CNL	0	0	0	both
1280	12	singleton	0	1	NL	N	0	0	0	complex
1281	4	singleton	0	1	TNL	TNL	0	0	0	both
1282	96	singleton	0	1	TNL	TNL	1	0	0	none
1283	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1284	77	singleton	0	1	TNL	TNL	0	0	0	complex
1285	15	singleton	0	1	NL	N	0	0	0	both
1286	11	singleton	0	1	TNL	T	0	0	0	both
1287	13	singleton	0	1	TNL	TN	0	1	0	complex
1288	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1289	4	singleton	0	1	TNL	TNL	0	0	0	both
1290	2	singleton	0	1	RNL	R	0	0	0	both
1291	324	singleton	0	1	NL	N	0	0	0	complex
1292	187	singleton	0	1	CNL	CNL	0	0	0	none
1293	151	singleton	0	1	RNL	R	0	0	0	both
1294	3	singleton	0	1	NL	NL	0	0	0	both
1295	252	singleton	0	1	CNL	CN	0	0	0	none
1296	13	singleton	0	1	TNL	TN	0	0	0	complex
1297	134	singleton	0	1	NL	NL	0	0	0	both
1298	6	singleton	0	1	CNL	CN	0	0	0	both
1299	1	singleton	0	1	TNL	TNL	0	0	0	both
1300	111	singleton	0	1	TNL	TN	0	0	0	none
1301	166	singleton	0	1	NL	NL	0	0	0	simple
1302	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1303	238	singleton	0	1	NL	NL	0	0	0	complex
1304	179	singleton	0	1	TNL	TNL	0	0	0	complex
1305	6	singleton	0	1	CNL	CN	0	0	0	both
1306	138	singleton	0	1	TNL	TNL	0	0	0	none
1307	94	singleton	0	1	NL	NL	1	0	0	none
1308	171	singleton	0	1	TNL	TN	0	1	0	none
1309	132	singleton	0	1	TNL	T	0	0	0	none
1310	10	singleton	0	1	NL	NL	0	0	0	complex
1311	228	singleton	0	1	CNL	CN	0	0	0	simple
1312	2	singleton	0	1	RNL	R	0	0	0	both
1313	4	singleton	0	1	TNL	TNL	0	0	0	both
1314	1	singleton	0	1	TNL	TNL	0	0	0	both
1315	179	singleton	0	1	TNL	TNL	0	0	0	complex
1316	91	singleton	0	1	TNL	TN	0	0	0	none
1317	135	singleton	0	1	NL	N	0	0	0	both
1318	2	singleton	0	1	RNL	R	0	0	0	both
1319	12	singleton	0	1	CNL	CN	0	0	0	complex
1320	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1321	15	singleton	0	1	NL	N	0	0	0	both
1322	126	singleton	0	1	NL	N	0	0	0	none
1323	151	singleton	0	1	RNL	R	0	0	0	both
1324	120	singleton	0	1	TNL	TNL	0	0	0	both
1325	6	singleton	0	1	CNL	CN	0	0	0	both
1326	225	singleton	0	1	TNL	TN	0	0	0	none
1327	115	singleton	0	1	NL	N	0	0	0	none
1328	N/A	singleton	0	1	NL	N	0	0	0	N/A
1329	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1330	16	singleton	0	1	TNL	TNL	0	0	0	both
1331	109	singleton	0	1	NL	N	0	0	0	none
1332	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1333	274	singleton	0	1	NL	N	0	0	0	none
1334	169	singleton	0	1	TNL	TX	0	0	1	none
1335	9	singleton	0	1	NL	N	0	0	0	complex
1336	165	singleton	0	1	TNL	TNL	0	0	0	complex
1337	254	singleton	0	1	NL	NL	0	0	0	none
1338	234	singleton	0	1	TNL	TNL	0	0	0	complex
1339	4	singleton	0	1	NL	NL	0	0	0	both
1340	278	singleton	0	1	TNL	TNL	0	0	0	complex
1341	32	singleton	0	1	RNL	RN	0	0	0	complex
1342	3	singleton	0	1	CNL	CNL	0	0	0	both
1343	63	singleton	0	1	TNL	TNL	0	0	0	none
1344	168	singleton	0	1	CNL	CNL	0	0	0	none
1345	176	singleton	0	1	TNL	TNL	0	0	0	both
1346	N/A	singleton	0	1	NL	N	0	0	0	N/A
1347	5	singleton	0	1	TNL	TNL	0	0	0	both
1348	3	singleton	0	1	CNL	CNL	0	0	0	both
1349	164	singleton	0	1	TNL	TN	0	0	0	none
1350	132	singleton	0	1	TNL	T	0	0	0	none
1351	73	singleton	0	1	TNL	TNL	0	0	0	none
1352	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1353	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1354	175	singleton	0	1	TNL	TNL	0	0	0	none
1355	11	singleton	0	1	TNL	T	0	0	0	both
1356	205	singleton	0	1	TNL	TNL	0	1	0	none
1357	2	singleton	0	1	RNL	R	0	0	0	both
1358	238	singleton	0	1	NL	NL	0	0	0	complex
1359	216	singleton	0	1	TNL	TNL	0	0	0	complex
1360	176	singleton	0	1	TNL	TNL	0	0	0	both
1361	18	singleton	0	1	TNL	TNL	1	0	0	complex
1362	230	singleton	0	1	TNL	TN	0	0	0	none
1363	76	singleton	0	1	NL	N	0	0	0	none
1364	5	singleton	0	1	TNL	TN	0	0	0	both
1365	6	singleton	0	1	NL	N	0	0	0	both
1366	89	singleton	0	1	TNL	TNLX	0	0	1	none
1367	11	singleton	0	1	TNL	T	0	0	0	both
1368	11	singleton	0	1	TNL	T	0	0	0	both
1369	135	singleton	0	1	NL	N	0	0	0	both
1370	56	singleton	0	1	CNL	CN	0	0	0	none
1371	159	singleton	0	1	TNL	TNL	0	0	0	none
1372	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1373	11	singleton	0	1	TNL	T	0	0	0	both
1374	209	singleton	0	1	CNL	CN	0	0	0	none
1375	188	singleton	0	1	NL	N	0	0	0	complex
1376	7	singleton	0	1	CNL	CNL	0	0	0	complex
1377	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
1378	134	singleton	0	1	CNL	CNL	0	0	0	both
1379	2	singleton	0	1	RNL	R	0	0	0	both
1380	135	singleton	0	1	NL	N	0	0	0	both
1381	154	singleton	0	1	TNL	TNX	0	0	1	none
1382	63	singleton	0	1	NL	NL	0	0	0	none
1383	112	singleton	0	1	TNL	TNL	0	0	0	none
1384	92	singleton	0	1	TNL	TNL	0	0	0	complex
1385	15	singleton	0	1	NL	N	0	0	0	both
1386	102	singleton	0	1	TNL	TN	0	0	0	none
1387	34	singleton	0	1	TNL	TN	0	0	0	none
1388	6	singleton	0	1	CNL	CN	0	0	0	both
1389	76	singleton	0	1	NL	N	0	0	0	none
1390	N/A	singleton	0	1	NL	N	0	0	0	N/A
1391	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1392	170	singleton	0	1	TNL	TNL	0	0	0	complex
1393	151	singleton	0	1	RNL	R	0	0	0	both
1394	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1395	134	singleton	0	1	CNL	CN	0	0	0	both
1396	199	singleton	0	1	TNL	TX	0	0	1	none
1397	23	singleton	0	1	TNL	TNL	0	0	0	both
1398	32	singleton	0	1	RNL	RN	0	0	0	complex
1399	64	singleton	0	1	TNL	TNL	0	0	0	none
1400	2	singleton	0	1	RNL	R	0	0	0	both
1401	262	singleton	0	1	TNL	T	0	0	0	both
1402	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1403	10	singleton	0	1	TNL	TNL	0	0	0	complex
1404	177	singleton	0	1	TNL	T	0	0	0	none
1405	N/A	singleton	0	1	TNL	T	0	1	0	N/A
1406	1	singleton	0	1	TNL	TNL	0	0	0	both
1407	167	singleton	0	1	TNL	T	0	0	0	none
1408	9	singleton	0	1	NL	N	0	0	0	complex
1409	95	singleton	0	1	TNL	TX	0	0	1	none
1410	135	singleton	0	1	NL	N	0	0	0	both
1411	165	singleton	0	1	TNL	TNL	0	0	0	complex
1412	151	singleton	0	1	RNL	R	0	0	0	both
1413	206	singleton	0	1	TNL	TNL	0	0	0	none
1414	1	singleton	0	1	TNL	TNL	0	0	0	both
1415	145	singleton	0	1	NL	N	0	0	0	none
1416	3	singleton	0	1	CNL	CNL	0	0	0	both
1417	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1418	21	singleton	0	1	TNL	TNL	0	0	0	complex
1419	174	singleton	0	1	TNL	TNL	0	0	0	none
1420	179	singleton	0	1	TNL	TNL	0	0	0	complex
1421	29	singleton	0	1	TNL	T	0	0	0	simple
1422	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1423	102	singleton	0	1	TNL	TN	0	0	0	none
1424	22	singleton	0	1	NL	N	0	1	0	complex
1425	228	singleton	0	1	CNL	CN	0	0	0	simple
1426	131	singleton	0	1	TNL	T	0	0	0	none
1427	262	singleton	0	1	TNL	T	0	0	0	both
1428	212	singleton	0	1	TNL	TN	0	0	0	both
1429	21	singleton	0	1	TNL	TL	0	0	0	complex
1430	10	singleton	0	1	TNL	TNL	0	0	0	complex
1431	4	singleton	0	1	TNL	TNL	0	0	0	both
1432	34	singleton	0	1	TNL	TN	0	0	0	none
1433	80	singleton	0	1	NL	NL	1	0	0	none
1434	30	singleton	0	1	TNL	TNL	0	0	0	complex
1435	160	singleton	0	1	TNL	TNL	0	0	0	both
1436	1	singleton	0	1	TNL	TNL	0	0	0	both
1437	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1438	139	singleton	0	1	NL	N	0	0	0	none
1439	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1440	262	singleton	0	1	TNL	T	0	0	0	both
1441	8	singleton	0	1	CNL	CN	0	0	0	complex
1442	17	singleton	0	1	NL	N	0	0	0	complex
1443	193	singleton	0	1	NL	N	0	0	0	none
1444	4	singleton	0	1	TNL	TNL	0	0	0	both
1445	46	singleton	0	1	TNL	TNL	0	0	0	none
1446	134	singleton	0	1	CNL	CNL	0	0	0	both
1447	117	singleton	0	1	RNL	RNX	0	0	1	complex
1448	7	singleton	0	1	CNL	CNL	0	0	0	complex
1449	12	singleton	0	1	NL	N	0	0	0	complex
1450	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1451	34	singleton	0	1	TNL	TN	0	0	0	none
1452	28	singleton	0	1	TNL	TNL	0	0	0	none
1453	N/A	singleton	0	1	NL	N	0	0	0	N/A
1454	72	singleton	0	1	NL	N	0	0	0	none
1455	184	singleton	0	1	TNL	TNL	0	0	0	both
1456	250	singleton	0	1	NL	N	0	0	0	none
1457	79	singleton	0	1	TNL	TNLX	0	0	1	none
1458	43	singleton	0	1	NL	NLX	1	0	1	complex
1459	228	singleton	0	1	CNL	CN	0	0	0	simple
1460	69	singleton	0	1	TNL	TNL	0	0	0	none
1461	N/A	singleton	0	1	NL	N	0	0	0	N/A
1462	102	singleton	0	1	NL	NL	0	0	0	none
1463	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1464	118	singleton	0	1	TNL	T	0	0	0	none
1465	16	singleton	0	1	TNL	TNL	0	0	0	both
1466	135	singleton	0	1	NL	N	0	0	0	both
1467	7	singleton	0	1	CNL	CN	0	0	0	complex
1468	167	singleton	0	1	TNL	T	0	0	0	none
1469	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1470	76	singleton	0	1	NL	N	0	0	0	none
1471	108	singleton	0	1	RNL	R	0	0	0	both
1472	131	singleton	0	1	TNL	T	0	0	0	none
1473	186	singleton	0	1	NL	N	0	0	0	none
1474	7	singleton	0	1	CNL	CNL	0	0	0	complex
1475	N/A	singleton	0	1	NL	N	0	0	0	N/A
1476	16	singleton	0	1	TNL	TNL	0	0	0	both
1477	176	singleton	0	1	TNL	TNL	0	0	0	both
1478	81	singleton	0	1	TNL	TNL	0	1	0	none
1479	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1481	8	singleton	0	1	CNL	CNL	0	0	0	complex
1482	12	singleton	0	1	NL	N	0	0	0	complex
1483	4	singleton	0	1	NL	NL	0	0	0	both
1484	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1485	176	singleton	0	1	TNL	TNL	0	0	0	both
1486	14	singleton	0	1	NL	N	0	0	0	complex
1487	71	singleton	0	1	TNL	TNL	0	0	0	none
1488	259	singleton	0	1	TNL	T	0	0	0	none
1489	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1490	179	singleton	0	1	TNL	TNL	0	0	0	complex
1491	14	singleton	0	1	NL	N	0	0	0	complex
1492	180	singleton	0	1	TNL	TNL	0	0	0	both
1493	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1494	39	singleton	0	1	TNL	TNL	0	0	0	none
1495	48	singleton	0	1	NL	NL	0	0	0	none
1496	101	singleton	0	1	NL	N	0	0	0	none
1497	128	singleton	0	1	TNL	TNL	0	0	0	none
1498	38	singleton	0	1	TNL	TN	0	0	0	none
1499	228	singleton	0	1	CNL	CN	0	0	0	simple
1500	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1501	57	singleton	0	1	NL	NL	0	0	0	none
1502	149	singleton	0	1	TNL	TNL	0	0	0	none
1503	72	singleton	0	1	NL	N	0	0	0	none
1504	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1505	74	singleton	0	1	TNL	TNL	0	0	0	simple
1506	176	singleton	0	1	TNL	TNL	0	0	0	both
1507	151	singleton	0	1	RNL	R	0	0	0	both
1508	116	singleton	0	1	RNL	R	0	0	0	none
1509	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1510	11	singleton	0	1	TNL	T	0	0	0	both
1511	118	singleton	0	1	TNL	T	0	0	0	none
1512	163	singleton	0	1	TNL	TNL	0	0	0	both
1513	234	singleton	0	1	NL	N	0	0	0	complex
1514	85	singleton	0	1	NL	NL	0	0	0	none
1516	153	singleton	0	1	TNL	TN	0	1	0	none
1517	119	singleton	0	1	TNL	T	0	0	0	simple
1518	129	singleton	0	1	RNL	R	0	0	0	none
1519	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1520	30	singleton	0	1	TNL	TNL	0	0	0	complex
1521	1	singleton	0	1	TNL	TNL	0	0	0	both
1522	83	singleton	0	1	NL	NL	0	0	0	none
1523	4	singleton	0	1	TNL	TNL	0	0	0	both
1524	85	singleton	0	1	TNL	TNL	0	0	0	none
1525	12	singleton	0	1	CNL	CN	0	0	0	complex
1526	18	singleton	0	1	TNL	TN	0	0	0	complex
1527	11	singleton	0	1	TNL	T	0	0	0	both
1528	41	singleton	0	1	TNL	TNLX	1	0	1	complex
1529	45	singleton	0	1	TNL	T	0	0	0	complex
1530	14	singleton	0	1	CNL	CN	0	0	0	complex
1531	10	singleton	0	1	TNL	TNL	0	0	0	complex
1532	56	singleton	0	1	CNL	CN	0	0	0	none
1533	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1534	1	singleton	0	1	TNL	TNL	0	0	0	both
1535	44	singleton	0	1	TNL	TNL	0	0	0	none
1536	148	singleton	0	1	TNL	T	0	1	0	none
1537	1	singleton	0	1	TNL	TNL	0	0	0	both
1538	65	singleton	0	1	NL	N	0	0	0	none
1539	N/A	singleton	0	1	NL	N	0	0	0	N/A
1540	45	singleton	0	1	TNL	T	0	0	0	complex
1541	79	singleton	0	1	TNL	TNL	0	0	0	none
1542	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1543	120	singleton	0	1	NL	NL	0	0	0	both
1544	N/A	singleton	0	1	TNL	T	0	1	0	N/A
1545	234	singleton	0	1	NL	NL	0	0	0	complex
1546	16	singleton	0	1	TNL	TNL	0	0	0	both
1547	282	singleton	0	1	CNL	CNL	0	0	0	none
1548	55	singleton	0	1	RNL	RN	0	0	0	none
1549	N/A	singleton	0	1	NL	N	0	0	0	N/A
1550	2	singleton	0	1	RNL	R	0	0	0	both
1551	120	singleton	0	1	TNL	TN	0	0	0	both
1552	2	singleton	0	1	RNL	R	0	0	0	both
1553	N/A	singleton	0	1	NL	N	0	0	0	N/A
1554	7	singleton	0	1	CNL	CNL	0	0	0	complex
1555	180	singleton	0	1	TNL	TN	0	0	0	both
1556	60	singleton	0	1	NL	NL	0	0	0	none
1557	6	singleton	0	1	CNL	CN	0	0	0	both
1558	163	singleton	0	1	TNL	TNL	0	0	0	both
1559	98	singleton	0	1	TNL	T	0	0	0	none
1560	157	singleton	0	1	TNL	TN	0	0	0	none
1561	271	singleton	0	1	CNL	CNL	0	0	0	none
1562	102	singleton	0	1	TNL	TN	0	0	0	none
1563	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
1564	128	singleton	0	1	TNL	TNL	0	0	0	none
1565	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
1566	2	singleton	0	1	RNL	R	0	0	0	both
1567	22	singleton	0	1	NL	N	0	1	0	complex
1568	45	singleton	0	1	TNL	T	0	0	0	complex
1569	3	singleton	0	1	CNL	CNL	0	0	0	both
1570	85	singleton	0	1	TNL	TNL	0	1	0	none
1571	3	singleton	0	1	CNL	CNL	0	0	0	both
1572	40	singleton	0	1	TNL	TNL	0	0	0	none
1573	72	singleton	0	1	NL	N	0	0	0	none
1574	138	singleton	0	1	TNL	TNL	0	0	0	none
1575	8	singleton	0	1	CNL	CN	0	0	0	complex
1576	143	singleton	0	1	TNL	TNL	0	0	0	none
1577	28	singleton	0	1	TNL	TNL	0	0	0	none
1578	135	singleton	0	1	NL	N	0	0	0	both
1579	4	singleton	0	1	TNL	TNL	0	0	0	both
1580	174	singleton	0	1	NL	NL	0	0	0	none
1581	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1582	110	singleton	0	1	TNL	TNL	0	1	0	none
1583	81	singleton	0	1	TNL	TNL	0	0	0	none
1584	29	singleton	0	1	TNL	T	0	0	0	simple
1585	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1586	111	singleton	0	1	TNL	T	0	0	0	none
1587	226	singleton	0	1	NL	N	0	0	0	simple
1588	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
1589	7	singleton	0	1	NL	NL	0	0	0	complex
1590	11	singleton	0	1	TNL	T	0	0	0	both
1591	220	singleton	0	1	TNL	T	0	0	0	none
1592	6	singleton	0	1	CNL	CN	0	0	0	both
1593	16	singleton	0	1	TNL	TNL	0	0	0	both
1594	N/A	singleton	0	1	NL	N	0	0	0	N/A
1595	27	singleton	0	1	NL	N	0	0	0	none
1596	15	singleton	0	1	NL	N	0	0	0	both
1597	228	singleton	0	1	CNL	CN	0	0	0	simple
1598	2	singleton	0	1	RNL	R	0	0	0	both
1599	253	singleton	0	1	TNL	TNL	0	0	0	complex
1600	8	singleton	0	1	CNL	CN	0	0	0	complex
1601	86	singleton	0	1	TNL	T	0	0	0	none
1602	69	singleton	0	1	TNL	TNL	0	0	0	none
1603	17	singleton	0	1	CNL	CN	0	0	0	complex
1604	1	singleton	0	1	TNL	TNL	0	0	0	both
1605	41	singleton	0	1	TNL	TNLX	1	0	1	complex
1606	46	singleton	0	1	TNL	TNL	0	0	0	none
1607	105	singleton	0	1	TNL	TNL	0	0	0	none
1608	N/A	singleton	0	1	TNL	T	0	1	0	N/A
1609	134	singleton	0	1	CNL	CN	0	0	0	both
1610	138	singleton	0	1	TNL	TNL	0	0	0	none
1611	34	singleton	0	1	TNL	TN	0	0	0	none
1612	142	singleton	0	1	TNL	TN	0	0	0	none
1613	12	singleton	0	1	NL	N	0	0	0	complex
1614	137	singleton	0	1	TNL	TNL	0	0	0	none
1615	63	singleton	0	1	TNL	TNL	0	0	0	none
1616	285	singleton	0	1	TNL	T	0	0	0	none
1617	76	singleton	0	1	NL	N	0	0	0	none
1618	3	singleton	0	1	CNL	CNL	0	0	0	both
1619	108	singleton	0	1	RNL	R	0	0	0	both
1620	104	singleton	0	1	NL	N	0	0	0	complex
1621	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1622	1	singleton	0	1	TNL	TNL	0	0	0	both
1623	134	singleton	0	1	CNL	CNL	0	0	0	both
1624	13	singleton	0	1	TNL	TN	0	0	0	complex
1625	22	singleton	0	1	NL	N	0	0	0	complex
1626	212	singleton	0	1	TNL	TN	0	0	0	both
1627	99	singleton	0	1	TNL	TNL	0	0	0	simple
1628	297	singleton	0	1	TNL	TNL	0	0	0	none
1629	74	singleton	0	1	TNL	TNL	0	0	0	simple
1630	N/A	singleton	0	1	TNL	TL	0	0	0	N/A
1631	161	singleton	0	1	NL	NL	0	0	0	none
1632	38	singleton	0	1	TNL	TN	0	0	0	none
1633	50	singleton	0	1	TNL	TNL	0	0	0	none
1634	49	singleton	0	1	CNL	CNX	0	1	1	complex
1635	20	singleton	0	1	TNL	TNL	0	0	0	none
1636	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1637	N/A	singleton	0	1	NL	N	0	0	0	N/A
1638	31	singleton	0	1	RNL	RCNL	0	0	0	complex
1639	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
1640	147	singleton	0	1	TNL	TN	0	0	0	none
1641	6	singleton	0	1	CNL	CN	0	0	0	both
1642	121	singleton	0	1	TNL	T	0	0	0	none
1643	2	singleton	0	1	RNL	R	0	0	0	both
1644	54	singleton	0	1	NL	N	0	0	0	simple
1645	87	singleton	0	1	TNL	T	0	0	0	none
